Incident_Nr,Arrest_Date,Officer,Officer_Last_Name,Officer_Badge_Id,Arrest_Nr,Age,Gender,Race,Charge
170000006376-001,1/27/2017,Crook #470/11910,Crook,11910,A17000096667,31,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000006376-002,1/27/2017,Crook #470/11910,Crook,11910,A17000096666,22,Male,White,POSS CS PG 1 <1G
170000006384-001,1/28/2017,WOOTEN 12966/473,Wooten,12966,A17000096668,26,Male,White,DRIVING WHILE INTOXICATED
170000006384-002,1/27/2017,WOoten 12966/473,Wooten,12966,A17000096671,27,Male,White,POSS MARIJ <2OZ
170000006389-001,1/27/2017,,,,C17000420245,24,Female,White,Misrep of Age by Minor
170000006396-001,1/28/2017,Charleswell 11125,Charleswell,11125,A17000096672,23,Male,White,Consumption Of Alcohol By A Minor 3rd-En
170000006396-002,1/28/2017,,,,C17000423399,24,Male,White,
170000006403-001,1/28/2017,,,,C17000420426,24,Female,Asian,Misrep of Age by Minor
170000006418-001,1/28/2017,Prado,Prado,,A17000096669,24,Male,White,ASSAULT PUBLIC SERVANT
170000006424-001,1/28/2017,Tureaud #12967,Tureaud,12967,A17000096673,29,Male,Black,AGG ASSAULT W/DEADLY WEAPON
170000006455-001,1/28/2017,Aubry 12619,Aubry,12619,A17000096674,25,Male,Black,THEFT OF FIREARM
170000006460-001,1/28/2017,C. Cormier 11898,Cormier,11898,A17000096675,25,Male,White,Public Intoxication - Other Substance
170000006501-001,1/28/2017,,,,C17000429426,27,Male,White,THEFT PROP>=$50<$500
170000006534-001,1/28/2017,Myers 10260,Myers,10260,A17000096676,66,Male,White,Public Intoxication - Other Substance
170000006534-002,1/28/2017,Myers,Myers,,A17000096677,44,Male,White,Public Intoxication - Other Substance
170000006610-001,1/28/2017,,,,C17000429230,23,Male,White,
170000006626-001,1/28/2017,,,,C17000424493,29,Female,White,
170000006655-001,1/29/2017,Tennant 13045,Tennant,13045,A17000096678,31,Male,White,EVADING ARREST DET W/VEH
170000006668-001,1/29/2017,CYRUS 12833,Cyrus,12833,A17000096679,25,Male,White,DRIVING WHILE INTOXICATED
170000006669-001,1/29/2017,Crook #470/11910,Crook,11910,A17000096680,33,Female,White,DRIVING WHILE INTOXICATED
170000006676-001,1/29/2017,Aubry 12619,Aubry,12619,A17000096681,24,Male,White,Public Intoxication - Other Substance
170000006680-001,1/29/2017,Putnam 12768,Putnam,12768,A17000096682,23,Male,Black,DRIVING WHILE INTOXICATED
170000006682-001,1/29/2017,,,,C17000424495,23,Male,Black,
170000006697-001,1/29/2017,C. Cormier 11898,Cormier,11898,A17000096683,30,Male,White,POSS CS PG 1 >=1G<4G
170000006739-001,1/29/2017,AMES 11931,Ames,11931,A17000096685,24,Male,White,"Theft Prop <$2,500  2/more Prev Conv"
170000006739-002,1/29/2017,AMES 11931,Ames,11931,A17000096686,23,Male,White,
170000006739-003,1/29/2017,Copeland,Copeland,,A17000096684,37,Male,White,Theft Prop >=$100<$750
170000006806-001,1/29/2017,Beller 11288,Beller,11288,A17000096687,27,Female,White,Criminal Mischief >=$100<$750
170000006836-001,1/30/2017,CYRUS   12833,Cyrus,12833,A17000096688,25,Male,White,POSS MARIJ <2OZ
170000006854-001,1/30/2017,Crook #470/11910,Crook,11910,A17000096689,25,Male,Black,
170000006890-001,1/30/2017,Gonzales 12911,Gonzales,12911,A17000096690,35,Male,White,
170000006927-001,1/30/2017,Gonzales 12911,Gonzales,12911,A17000096691,30,Male,White,Public Intoxication - Other Substance
170000006989-001,2/23/2017,,,,00F17075JP12,50,Female,White,FORGERY FINANCIAL INSTRUMENT
170000007007-001,1/30/2017,Osborne 12620,Osborne,12620,C,33,Male,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000007010-001,1/30/2017,Pierce 438/12683,Pierce,12683,A17000096692,38,Male,White,TERRORISTIC THREAT
170000007028-001,1/30/2017,Blackwood #12741,Blackwood,12741,A17000096693,23,Female,White,
170000007074-001,1/31/2017,Wisener 12586,Wisener,12586,A17000096694,36,Male,White,Public Intoxication - Other Substance
170000007079-001,1/31/2017,Pierce 12683,Pierce,12683,A17000096695,33,Male,White,Public Intoxication - Other Substance
170000007097-001,1/31/2017,McGee 12964,Mcgee,12964,A17000096696,47,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000007347-001,1/31/2017,Hartman 11936,Hartman,11936,A17000096697,30,Male,White,RESIST ARREST SEARCH OR TRANSPORT
170000007347-002,1/31/2017,Hartman 11936,Hartman,11936,A17000096698,27,Female,White,
170000007367-001,2/1/2017,,,,C17000393747,24,Male,White,Misrep of Age by Minor
170000007377-001,2/1/2017,,,,C17000428106,23,Male,White,Misrep of Age by Minor
170000007380-001,2/1/2017,,,,C17000428107,24,Female,White,
170000007382-001,2/1/2017,,,,C17000428108,27,Male,Black,
170000007385-001,2/1/2017,,,,C17000428021,23,Male,Black,Misrep of Age by Minor
170000007386-001,2/1/2017,,,,C17000393749,26,Male,Black,Theft Prop >=$100<$750
170000007388-001,2/1/2017,Pierce 12683,Pierce,12683,A17000096699,27,Male,White,DRIVING WHILE INTOXICATED
170000007388-002,2/1/2017,Pierce 12683,Pierce,12683,A17000096700,31,Male,White,Public Intoxication - Other Substance
170000007392-001,2/1/2017,,,,C17000428109,26,Male,White,
170000007397-001,2/1/2017,,,,C17000428022,37,Male,White,
170000007399-001,2/1/2017,Allen 12748,Allen,12748,A17000096701,50,Male,White,Public Intoxication - Other Substance
170000007580-001,2/1/2017,,,,A17000096705,26,Male,Black,
170000007607-001,2/1/2017,Prado,Prado,,A17000096706,64,Male,White,Public Intoxication - Other Substance
170000007607-002,2/1/2017,Prado,Prado,,A17000096703,44,Male,White,Public Intoxication - Other Substance
170000007628-001,2/1/2017,Tennant 13045,Tennant,13045,A17000000774,20,Female,White,Harassment Of Public Servant
170000007661-001,2/1/2017,T Davidson 12617/#468,Davidson,12617,A17000096704,28,Female,White,
170000007673-001,2/1/2017,,,,C17000428024,24,Female,White,Consumption Of Alcohol By A Minor 3rd-En
170000007673-002,2/1/2017,,,,C17000428023,23,Female,White,Consumption Of Alcohol By A Minor 3rd-En
170000007707-001,2/2/2017,Aubry 12619,Aubry,12619,A17000096708,34,Male,Black,
170000007913-001,2/2/2017,,,,C17000424499,25,Male,Black,
170000007914-001,2/2/2017,Tureaud #12967,Tureaud,12967,A17000096711,24,Male,White,
170000007920-001,2/2/2017,Putnam 12768,Putnam,12768,A17000096712,30,Female,White,
170000007934-001,2/3/2017,Crook #470/11910,Crook,11910,A17000096713,36,Male,White,PUBLIC INTOXICATION: MINOR 3RD ENH
170000007946-001,2/3/2017,Sparenberg 11930,Sparenberg,11930,A17000096714,26,Male,White,
170000007947-001,2/3/2017,Tureaud #12967,Tureaud,12967,A17000096715,38,Male,White,POSS MARIJ <2OZ
170000007952-001,2/3/2017,,,,C17000424600,24,Male,White,
170000007954-001,2/3/2017,Tennant 13045,Tennant,13045,A17000096716,24,Male,White,Public Intoxication - Other Substance
170000007955-001,2/3/2017,Aubry 12619,Aubry,12619,A17000096717,27,Male,White,
170000007969-001,2/3/2017,Aubry 12619,Aubry,12619,A17000096718,45,Male,Black,BURGLARY OF BUILDING
170000007969-002,2/3/2017,Aubruy 12619,Aubry,12619,A17000096719,28,Male,Black,BURGLARY OF BUILDING
170000007969-003,2/3/2017,Aubry 12619,Aubry,12619,A17000096720,34,Male,Black,BURGLARY OF BUILDING
170000007969-004,2/3/2017,Aubry 12619,Aubry,12619,A17000096721,27,Male,Black,BURGLARY OF BUILDING
170000007969-005,2/3/2017,Aubry 12619,Aubry,12619,A17000096722,37,Male,Black,BURGLARY OF BUILDING
170000007988-001,2/3/2017,Putnam 12768,Putnam,12768,A17000096723,53,Male,Black,POSS CS PG 1 >=4G<200G
170000008088-001,2/2/2017,,,,C17000429004,23,Male,White,
170000008164-001,2/3/2017,Osborne 12620,Osborne,12620,A17000093724,26,Male,Black,
170000008168-001,2/3/2017,McGee 12964,Mcgee,12964,C17000002251,31,Male,White,POSS MARIJ <2OZ
170000008168-002,2/3/2017,,,,C17000428414,33,Male,White,
170000008197-001,2/3/2017,,,,C17000428262,30,Male,White,
170000008208-001,2/4/2017,,,,C17000424113,23,Male,White,
170000008208-002,2/4/2017,,,,C17000424112,25,Male,White,
170000008210-001,2/4/2017,,,,C17000420249,24,Female,White,Misrep of Age by Minor
170000008211-001,2/4/2017,,,,C17000429006,23,Female,White,Misrep of Age by Minor
170000008220-001,2/4/2017,Wisener 12586,Wisener,12586,A17000096725,47,Female,White,Agg Assault Date/family/house W/weapon
170000008225-001,2/4/2017,,,,C17000429007,24,Female,White,
170000008230-001,2/4/2017,,,,C17000420250,22,Male,White,Misrep of Age by Minor
170000008236-001,2/9/2017,,,,C17000424306,25,Female,White,
170000008242-001,2/4/2017,T. Saavedra #10467,Saavedra,10467,A17000096726,27,Male,White,Public Intoxication - Other Substance
170000008245-001,2/4/2017,,,,C17000429008,34,Male,White,
170000008256-001,2/4/2017,Contreras 12772,Contreras,12772,A17000096728,37,Male,White,Public Intoxication - Other Substance
170000008257-001,2/4/2017,McGee 12964,Mcgee,12964,A17000096727,38,Male,White,CRIMINAL TRESPASS
170000008346-001,2/4/2017,P Stephens 11838,Stephens,11838,A17000096729,41,Female,White,Theft Prop >=$100<$750
170000008453-001,2/4/2017,Pierce 12683,Pierce,12683,A17000096730,25,Male,White,DRIVING WHILE INTOXICATED
170000008500-001,2/5/2017,,,,C17000428415,24,Male,Black,
170000008500-002,2/5/2017,,,,C17000424114,26,Male,Black,
170000008597-001,2/5/2017,Duckworth 12478,Duckworth,12478,A17000096731,27,Female,White,
170000008610-001,2/5/2017,Blackwood #12741,Blackwood,12741,A17000096732,44,Female,White,
170000008621-001,2/5/2017,Osborne 12620,Osborne,12620,A00000096733,33,Male,White,
170000008623-001,2/5/2017,,,,C17000424115,26,Male,White,
170000008649-001,2/5/2017,Duckworth 12478,Duckworth,12478,A17000096734,32,Female,White,POSS MARIJ <2OZ
170000008673-001,2/6/2017,,,,C17000428450,35,Male,White,
170000008680-001,2/6/2017,McGee 12964,Mcgee,12964,A17000096735,35,Male,White,CRIM TRESPASS HABIT/SHLTR/SUPRFUND/INFST
170000008699-001,2/6/2017,A Wisener 12586,Wisener,12586,A17000096736,25,Male,Asian,Public Intoxication - Other Substance
170000008865-001,2/6/2017,Tennant 13045,Tennant,13045,A17000096737,24,Male,White,Assault - Threaten
170000008867-001,2/6/2017,Tureaud #12967,Tureaud,12967,A17000096738,24,Male,Black,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
170000008876-001,2/6/2017,Wooten 12966/473,Wooten,12966,A17000096739,51,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000008932-001,2/7/2017,Charleswell 11125,Charleswell,11125,A17000096740,27,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000008977-001,2/7/2017,C. Cormier 11898,Cormier,11898,A17000096741,31,Male,White,
170000009048-001,2/7/2017,J. Reeder,Reeder,,A17000096742,30,Male,Asian,CRIMINAL TRESPASS
170000009058-001,2/7/2017,C. Cormier 11898,Cormier,11898,A17000096743,23,Male,White,
170000009072-001,2/7/2017,,,,C17000424677,29,Male,White,Assault Physical Contact
170000009072-002,2/7/2017,Scott 11908,Scott,11908,C17000424366,24,Female,White,Assault Physical Contact
170000009110-001,2/7/2017,Sarver 12832,Sarver,12832,A17000096744,33,Female,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000009124-001,2/7/2017,Wooten 12966/473,Wooten,12966,A17000096746,21,Male,White,
170000009131-001,2/7/2017,Tennant 13045,Tennant,13045,A17000096745,23,Female,White,
170000009187-001,2/8/2017,,,,C17000429236,22,Female,White,
170000009196-001,2/8/2017,Tennant 13045,Tennant,13045,A17000096747,35,Male,White,"Theft Prop >=$2,500<$30k"
170000009196-002,2/8/2017,Tennant 13045,Tennant,13045,A17000096748,34,Female,White,"Theft Prop >=$2,500<$30k"
170000009199-001,2/8/2017,,,,C17000418574,24,Male,White,
170000009207-001,2/8/2017,Crook #470/11910,Crook,11910,A17000096749,22,Male,White,
170000009219-001,2/8/2017,Crook #470/11910,Crook,11910,A17000096750,27,Male,White,Public Intoxication - Other Substance
170000009220-001,2/8/2017,,,,C17000429308,23,Female,White,Consumption Of Alcohol By A Minor 3rd-En
170000009357-001,2/8/2017,Gonzales 12911,Gonzales,12911,A17000096751,33,Female,White,
170000009677-001,2/9/2017,V. Fischer 12311,Fischer,12311,A17000096752,22,Female,White,POSS DANGEROUS DRUG
170000009734-001,2/10/2017,,,,C17000418575,23,Female,White,Misrep of Age by Minor
170000009744-001,2/10/2017,McGee 12964,Mcgee,12964,A17000096753,22,Female,Black,
170000009798-001,2/10/2017,SCOTT 11908,Scott,11908,A17000096754,21,Male,White,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
170000009846-001,2/10/2017,11782,Grice,11782,A17000096755,24,Male,White,
170000009885-001,2/10/2017,Sparenberg 11930,Sparenberg,11930,A17000096756,26,Male,Black,FORGERY FINANCIAL INSTRUMENT
170000009922-001,2/10/2017,Charleswell 11125,Charleswell,11125,A17000096757,30,Male,White,Driving While Intoxicated 2nd
170000009941-001,2/10/2017,Sparenberg 11930,Sparenberg,11930,A17000096758,40,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000009942-001,2/10/2017,Tureaud #12967,Tureaud,12967,A17000096759,38,Female,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000009947-001,2/10/2017,C. Spriegel,Spriegel,,A17000096760,21,Male,White,Reckless Driving
170000009969-001,2/10/2017,Tennant 13045,Tennant,13045,A17000096761,24,Male,White,DRIVING WHILE INTOXICATED
170000009980-001,2/10/2017,T Davidson 12617/#468,Davidson,12617,A17000096762,22,Male,Black,POSS MARIJ <2OZ
170000009982-001,2/10/2017,Aubry 12619,Aubry,12619,A17000096763,38,Male,White,POSS CS PG 3 < 28G
170000010014-001,2/11/2017,,,,C17000428120,23,Male,White,
170000010024-001,2/11/2017,Crook #470/11910,Crook,11910,A17000096764,41,Male,White,Public Intoxication - Other Substance
170000010029-001,2/11/2017,,,,C17000429238,26,Male,Black,
170000010029-002,2/11/2017,,,,C17000429239,24,Male,White,
170000010031-001,2/11/2017,Wooten 12966/473,Wooten,12966,A17000096765,25,Male,White,DOC - Fighting
170000010031-002,2/11/2017,Smith 12075,Smith,12075,A17000096766,28,Male,White,DOC - Fighting
170000010034-002,2/11/2017,,,,C17000429240,27,Male,White,
170000010036-001,2/11/2017,Putnam 12768,Putnam,12768,A17000096767,27,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
170000010042-001,2/11/2017,Crook #470/11910,Crook,11910,A17000096768,27,Female,White,DRIVING WHILE INTOXICATED
170000010050-001,2/11/2017,Beller 11288,Beller,11288,A17000096769,30,Female,White,POSS MARIJ <2OZ
170000010088-001,2/11/2017,Scott 11908,Scott,11908,A17000096770,40,Male,White,INDECENT EXPOSURE
170000010113-001,2/11/2017,Scott 11908,Scott,11908,A17000096771,41,Male,White,Public Intoxication - Other Substance
170000010120-001,2/11/2017,C. Cormier 11898,Cormier,11898,A17000096772,32,Male,White,Public Intoxication - Other Substance
170000010198-001,2/11/2017,Charleswell 11125,Charleswell,11125,A17000096773,29,Female,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000010210-001,2/11/2017,Sparenberg 11930,Sparenberg,11930,A17000096774,38,Male,White,TERRORISTIC THREAT
170000010221-001,2/11/2017,Charleswell 11125,Charleswell,11125,A17000096775,24,Male,White,DRIVING WHILE INTOXICATED
170000010222-001,2/11/2017,Tennant 13045,Tennant,13045,A17000096776,30,Male,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000010222-002,2/11/2017,,,,C17000428040,27,Female,White,
170000010236-001,2/11/2017,,,,C17000428042,25,Female,White,
170000010237-001,2/11/2017,,,,C17000428043,23,Male,Black,
170000010242-001,2/11/2017,C. Spriegel   206 / 10341,Spriegel,10341,A17000096777,25,Male,White,POSS MARIJ <2OZ
170000010256-001,2/12/2017,,,,C17000428045,24,Female,White,
170000010256-002,2/12/2017,,,,C17000428044,22,Female,Black,
170000010261-001,2/12/2017,,,,C17000428047,23,Male,White,
170000010261-002,2/12/2017,,,,C17000428046,23,Male,White,
170000010267-001,2/12/2017,,,,C17000429401,23,Male,White,Misrep of Age by Minor
170000010280-001,2/12/2017,,,,C17000429242,22,Female,Black,
170000010280-002,2/12/2017,,,,C17000429241,22,Male,Black,
170000010294-001,2/12/2017,Aubry 12619,Aubry,12619,A17000096778,27,Male,Black,Terroristic Threat Cause Fear Of Imminen
170000010307-001,2/12/2017,Scott 11908,Scott,11908,A17000096779,35,Male,White,DEADLY CONDUCT
170000010312-001,2/12/2017,Charleswell 11125,Charleswell,11125,A17000096780,34,Male,White,Public Intoxication - Other Substance
170000010320-001,2/12/2017,Gonzales 12911,Gonzales,12911,A17000096781,24,Male,Black,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
170000010349-002,2/12/2017,J Reeder,Reeder,,A17000096782,29,Male,White,Public Intoxication - Other Substance
170000010363-001,2/12/2017,Beach 12089,Beach,12089,A17000096783,44,Female,Black,
170000010373-001,2/12/2017,,,,A17000096784,44,Male,White,Public Intoxication - Other Substance
170000010424-001,2/12/2017,Tureaud #12967,Tureaud,12967,A17000096785,43,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
170000010467-001,2/12/2017,Beller 11288,Beller,11288,A17000096786,37,Female,White,Silent Abusive Call/electr Comm To 911 S
170000010477-001,2/12/2017,Aubry 12619,Aubry,12619,A17000096787,28,Female,White,
170000010479-001,2/12/2017,,,,C17000428123,23,Female,White,
170000010503-001,2/13/2017,Tennant 13045,Tennant,13045,A17000096788,43,Male,White,UNAUTH USE OF VEHICLE
170000010519-001,2/13/2017,Aubry 12619,Aubry,12619,A17000096789,40,Male,White,MAN DEL CS PG 1 >=4G<200G
170000010521-001,2/13/2017,Charleswell 11125,Charleswell,11125,A17000096790,24,Male,White,Public Intoxication - Other Substance
170000010687-001,2/13/2017,T. Saavedra #10467,Saavedra,10467,A17000096791,27,Male,White,
170000010699-001,2/13/2017,,,,C17000429104,22,Male,White,
170000010736-001,2/14/2017,Seals 12747/480,Seals,12747,A17000096792,41,Male,White,
170000010792-001,2/14/2017,McGee 12964,Mcgee,12964,A17000096793,35,Male,White,CRIMINAL TRESPASS
170000010816-001,2/14/2017,Slaughter 11291,Slaughter,11291,A17000096794,31,Male,Black,
170000010840-002,2/14/2017,,,,C17000429477,21,Female,White,THEFT PROP>=$50<$500
170000010945-001,2/18/2017,V. Fischer 12311,Fischer,12311,A17000096823,20,Male,Black,
170000011008-001,2/15/2017,Royal-12585,Royal,12585,A17000096795,33,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
170000011030-001,2/15/2017,,,,C17000429111,22,Male,White,
170000011204-001,2/15/2017,,,,C17000429009,24,Male,White,
170000011279-001,2/15/2017,,,,C17000428125,45,Male,White,
170000011285-001,2/15/2017,Aubry 12619,Aubry,12619,A17000096797,28,Male,Black,
170000011298-001,2/15/2017,,,,C17000429656,41,Male,White,
170000011320-001,2/16/2017,Gonzales 12911,Gonzales,12911,A17000096798,22,Male,White,DRIVING WHILE INTOXICATED
170000011379-001,2/16/2017,Beach 12089,Beach,12089,A17000096799,26,Male,Black,POSS MARIJ <2OZ
170000011441-001,2/16/2017,Beach 12089,Beach,12089,A17000096800,29,Male,White,
170000011480-001,2/16/2017,C. Cormier 11898,Cormier,11898,A17000096801,31,Female,White,
170000011535-001,2/16/2017,Tureaud #12967,Tureaud,12967,A17000096802,24,Male,White,
170000011585-001,2/16/2017,Gonzales 12911,Gonzales,12911,A17000096804,24,Female,White,POSS MARIJ <2OZ
170000011585-002,2/16/2017,Gonzales 12911,Gonzales,12911,A17000096803,25,Female,White,
170000011608-001,2/16/2017,,,,C17000415948,22,Male,White,
170000011621-001,2/17/2017,Tennant 13045,Tennant,13045,A17000096807,26,Male,White,Unl Carrying Weapon
170000011621-002,2/17/2017,Tennant 13045,Tennant,13045,A17000096806,31,Female,White,POSS CS PG 1 <1G
170000011623-001,2/16/2017,Aubry 12619,Aubry,12619,A17000096805,22,Male,White,
170000011630-001,2/17/2017,T Davidson 12617/#468,Davidson,12617,A17000096808,40,Male,White,Driving While Intoxicated 2nd
170000011651-001,2/17/2017,,,,C17000428826,27,Male,White,
170000011664-001,2/17/2017,,,,C17000427339,24,Female,White,
170000011668-001,2/17/2017,Gonzales 12911,Gonzales,12911,A17000096810,22,Male,White,POSS MARIJ <2OZ
170000011668-002,2/17/2017,Gonzales 12911,Gonzales,12911,A17000096809,22,Male,White,POSS MARIJ <2OZ
170000011731-001,2/17/2017,Cpl. Jesse Saavedra,Saavedra,,A17000096811,39,Male,White,DRIVING WHILE INTOXICATED
170000011740-001,2/17/2017,Verver 11935,Verver,11935,A17000096813,24,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
170000011776-001,2/17/2017,Duckworth 12478,Duckworth,12478,A17000096812,50,Female,White,POSS CS PG 1 <1G
170000011794-001,2/17/2017,,,,C17000422599,27,Male,White,
170000011841-001,2/17/2017,Cope/459/12618,Cope,12618,A17000096815,46,Male,White,
